principio_activo,unidad_medida,concentracion,unidad_referencia,dosis_toxica_base,sintomas_base,antidoto_manejo_base,estado_validacion,clase_toxicologica,dosis_toxica_corregida,tipo_umbral,manifestaciones_clave,manejo_corregido,antidoto_especifico,fuente_principal,fuente_secundaria,nivel_evidencia,estado_revision,nota_revision,umbral_mgkg_automatizable,etiqueta_umbral,poblacion_umbral,permitir_comparacion_automatica,fecha_revision,id_revision,duplicado_exacto_nombre,orden_duplicado,correccion_clinicamente_relevante
SULTAMICILINA,mg,375,TABLETA,SDTE,"Diarrea, mareo, disnea, náuseas, vómitos, dolor epigástrico, melenas, dolor y...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0548,NO,1,NO
SUMATRIPTAN,mg,100,TABLETA RECUBIERTA,SDTE/DMax 100MG/DIA,"Mareo, somnolencia, perturbaciones sensoriales incluyendo parestesia e hipoes...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Serotonérgico / antidepresivo relacionado,SDTE — no se automatiza un umbral común.,SDTE / CLASE,"Náuseas, somnolencia o agitación; riesgo de serotoninotoxicidad aumenta con coingestas serotonérgicas. Algunos agentes pueden alterar QT.","Soporte; benzodiacepinas, enfriamiento y medidas dirigidas si serotoninotoxicidad. ECG según agente y exposición.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Serotonin_and_Noradrenaline_Re-uptake_Inhibitors_SNRIs_Poisoning/,,CLASE/CONSENSO,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0549,NO,1,NO
SUNITINIB,mg,37.5,CAPSULA DURA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0550,NO,1,NO
SUVOREXANT,mg,20,TABLETA RECUBIERTA,>325 MG/KG,"somnolencia, disminución de la agudeza mental y problemas de coordinación",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original '>325 MG/KG' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0551,NO,1,NO
TACROLIMUS,mg,1,CÁPSULA DE LIBERACIÓNPROLONGADA,CONCENT. >15 ng/mL,"Alteración isquémica de arterias coronarias, taquicardia; anemia, leucopenia,...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original 'CONCENT. >15 ng/mL' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0552,NO,1,NO
TADALAFILO,mg,5,TABLETAS RECUBIERTAS,SDTE,"Reacciones de hipersensibilidad; cefalea,síncope, migraña; visión borrosa; do...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Inhibidor PDE5,SDTE — no usar dosis terapéutica máxima como umbral toxicológico.,SDTE / CLASE,"Cefalea, rubor, hipotensión, taquicardia, alteraciones visuales; priapismo puede ocurrir.","Soporte, fluidos/vasopresores si hipotensión; evitar nitratos; tratar priapismo según protocolo.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0553,NO,1,NO
TALAZOPARIB,mg,0.25,CÁPSULA DURA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0554,NO,1,NO
TAMOXIFENO,mg,20,TABLETA RECUBIERTA,> O = 180 MG/DIA,"Sofocos; ACV isquémicos, tromboembolismo venoso, trombosis venosa profunda, e...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original '> O = 180 MG/DIA' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0555,NO,1,NO
TAMSULOSINA CLORHIDRATO,mg,0.4,CÁPSULA DE LIBERACIÓN MODIFICADA,>43 MG/KG/DIA,"Mareo; alteraciones de la eyaculación, incluyendo eyaculación retrógrada e in...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Alfa-1 bloqueador,SDTE — no hay umbral universal.,SDTE / CLASE,"Hipotensión ortostática, mareo, síncope, taquicardia refleja; shock en sobredosis grave.","Decúbito, cristaloides y vasopresores si precisa; vigilancia hemodinámica.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,El valor original '>43 MG/KG/DIA' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0556,NO,1,NO
TAPENTADOL,mg,150,TABLETA DE LIBERACION PROLONGADA,DT >150MG/DIA,"Mareos, somnolencia, cefalea, alteraciones en la atención, temblores, contrac...",NALOXONA SOLO SI DIF RESP,PENDIENTE_VALIDACION,Opioide,"SDTE — no existe un umbral universal seguro; evaluar por clínica, formulación, tolerancia y coingestas.",SDTE / CLINICO,"Miosis, depresión SNC y respiratoria, bradicardia/hipotensión en gravedad. Tramadol y tapentadol pueden además causar convulsiones/serotoninotoxicidad; metadona puede prolongar QT.",Prioridad: ventilación/oxigenación. Naloxona titulada para revertir depresión respiratoria; repetir o infundir según duración del opioide. Observar recurrencia tras naloxona y considerar coingestas.,Naloxona,https://pubmed.ncbi.nlm.nih.gov/37721023/,,GUIA AHA,VALIDADO_POR_CLASE,El valor original 'DT >150MG/DIA' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0557,NO,1,NO
TELMISARTAN,mg,40,TABLETA,SDTE/DMax 80-120 MG/DIA,"Anemia; mareos, vértigo; hipotensión; alteración renal, fallo renal; astenia,...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Inhibidor RAAS,SDTE — no hay umbral común; sobredosis aislada suele manifestarse por hipotensión.,SDTE / CLASE,"Hipotensión, mareo; hiperpotasemia y lesión renal en susceptibles, especialmente con coingestas.","Soporte, fluidos, vasopresor si precisa; monitorizar función renal y potasio.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0558,NO,1,NO
TEMOZOLAMIDA,mg,100,CAPSULA,100MG/M2,"Infección, candidiasis oral; neutropenia febril, trombocitopenia, anemia; leu...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original '100MG/M2' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0559,NO,1,NO
TENOFOVIR,mg,25,POR CADA TABLETA RECUBIERTA,SDTE,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0560,NO,1,NO
TEOFILINA ANHIDRA,mg,300,CAPSULA DURA,DT CONCENT. >20MCG/mL,"Taquicardia y arritmia, palpitaciones, hipotensión; náuseas, vómitos, diarrea...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Metilxantina,"La gravedad se guía por clínica y teofilinemia. EXTRIP recomienda ECTR en exposición aguda con concentración >100 mg/L o con convulsiones, arritmia grave o shock; en crónica, umbrales son menores.",CONCENTRACION_SERICA + CLINICO,"Vómitos persistentes, taquicardia, hipokalemia, hiperglucemia, acidosis, agitación, convulsiones y arritmias.","Soporte, benzodiacepinas, corrección electrolítica y carbón activado multidósis cuando sea apropiado. Hemodiálisis en criterios EXTRIP.",Ninguno específico,https://pubmed.ncbi.nlm.nih.gov/25715736/,,EXTRIP,VALIDADO_ESPECIFICO,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0561,NO,1,NO
TERAZOSINA,mg,5,TABLETA,SDTE,"Astenia, cefalea; palpitaciones, hipotensión postural, síncope, taquicardia; ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Alfa-1 bloqueador,SDTE — no hay umbral universal.,SDTE / CLASE,"Hipotensión ortostática, mareo, síncope, taquicardia refleja; shock en sobredosis grave.","Decúbito, cristaloides y vasopresores si precisa; vigilancia hemodinámica.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0562,NO,1,NO
TERBINAFINA,mg,250,TABLETAS,SDTE,"Cefalea, hipogeusia, ageusia, mareo; alteración visual; distensión abdominal,...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0563,NO,1,NO
TERBUTALINA SULFATO,mg,2.5,TABLETA,>1MG/KG,"Taquicardia, palpitaciones, calambres musculares, cefalea, temblor.","B-BLOQUEADOR CARDIOSELECTIVO (ATENOLOL, METOPROLOL)",PENDIENTE_VALIDACION,Agonista beta-adrenérgico,SDTE — no usar una dosis máxima terapéutica como umbral de toxicidad.,SDTE / CLASE,"Taquicardia, palpitaciones, temblor, hipokalemia, hiperglucemia, lactato elevado; arritmias en casos graves.","Soporte, ECG, potasio/glucosa/lactato según gravedad; corregir electrolitos con prudencia y tratar arritmias/hemodinámica.",Ninguno específico,https://pubmed.ncbi.nlm.nih.gov/37721023/,,MECANISMO/CONSENSO,VALIDADO_POR_CLASE,El valor original '>1MG/KG' no se usa como umbral automatizable. Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0564,NO,1,SI
